OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-BMS002.00,Bookers Mill Stream at RT. 612,River/Stream,,02080104,,,,,37.8925000000,-76.6047000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,159,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-BNC000.92,Bull Neck Cr at Rt 630,River/Stream,Pre-TMDL station for pH.,02080104,,,,,37.9878000000,-77.0167000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,057,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-BRD000.62,"Broad Creek, off Timberneck Rd",Estuary,,02080104,,,,,37.5578000000,-76.3200000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,119,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-BWR004.13,Rt. # 602  (Old Office Rd),River/Stream,"TMDL station Fy04;  Watershed CY15, CY20  -  jst",02080103,,,,,38.3062000000,-77.8819000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,137,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-CAB000.22,Rt. 655  (Summerville Rd),River/Stream,special study station CY20 - jst,02080103,,,,,38.3725000000,-78.0029000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,047,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-CAB002.23,Rt. 615  (Rapidan Rd),River/Stream,special study station CY20 - jst,02080103,,,,,38.3626000000,-78.0362000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,047,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-CAE000.25,Rt. # 688  (Leeds Manor Rd),River/Stream,"watershed station FY06/07;  TMDL station FY03, CY09/10/11/12; TMDL(IM) CY14/15, 18, 20  - jst",02080103,,,,,38.6989000000,-77.9072000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,061,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-CAE006.32,Rt. # 738  (Wilson Rd),River/Stream,"TMDL station CY08/09, CY18 ;  watershed station CY11/12 ;  TMDL(IM)  CY20  - jst",02080103,,,,,38.7469000000,-77.8872000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,061,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-CAT011.62,"Cat Point Creek, RT. 637 BRIDGE",River/Stream,"Collocated with Guage 01668500, Cat Point Creek near Montross, Va.",02080104,,,,,38.0394000000,-76.8269000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,159,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-CED000.59,Rt. # 522  (Zachary Taylor Hwy),River/Stream,"Removed as a trend station on 1/24/03 - BHT.  TMDL station FY06 (BST), watershed CY15, Speical Study CY20 - jst. 
Citizen monitoring FU  CY16 - LDF",02080103,,,,,38.3636000000,-77.9757000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,047,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-CED003.52,Rt. # 652  (Mitchell Rd),River/Stream,TMDL station FY06; watershed station CY09/10;  TMDL IM station CY17; Special Study station CY20  - jst,02080103,,,,,38.3853000000,-78.0068000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,047,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-COO000.04,Rt. # 15  (James Madison Hwy),River/Stream,"Watershed station FY06, CY09/10,  CY20  -  jst",02080103,,,,,38.3536000000,-78.1131000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,047,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-COV001.95,Rt. # 621  (Hunters Rd),River/Stream,Watershed station CY11/12 ; TMDL(IM) station CY20  -  jst,02080103,,,,,38.6723000000,-78.1566000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,157,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-COV005.20,Rt. 622,River/Stream,TMDL (IM) staion CY20  -  JST,02080103,,,,,38.7054000000,-78.2196000000,24000,100,ft,Interpolation-Map,NAD83,100,ft,,,Topographic Map Interpolation,SEALV,US,51,157,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-CRR003.38,CORROTOMAN RIVER BUOY 6,Estuary,CB CORE,02080104,,,,,37.6933000000,-76.4733000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,103,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-DAK001.18,Rt. # 634  (Oak Park Rd),River/Stream,watershed station CY07/08 ;   TMDL IM station CY17 - jst,02080103,,,,,38.3766000000,-78.2141000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,113,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-DPR001.70,Rt. # 17  (Marsh Rd),River/Stream,Trend station ;  TMDL station CY09  - jst,02080103,,,,,38.4303000000,-77.6297000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,061,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-DRN001.81,Rt. # 638  (Hebron Church Rd),River/Stream,"Water shed station fy06 - jst. Citizen monitoring FU to 3DRN-M6-SOS, VAN-E15R_DRN01A04 CY16 - LDF",02080103,,,,,38.4146000000,-78.2191000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,113,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-ELM002.92,Elmwood Creek at Rt. 640,River/Stream,Elmwood Creek  Natural ph site 2011,02080104,,,,,38.0825000000,-77.0797000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,057,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-FAM002.62,"FARNHAM CR., RT. 608 BRIDGE",Estuary,,02080104,,,,,37.8478000000,-76.6592000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,159,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-FAR002.88,Farmers Hall Creek at Rt. 631,River/Stream,,02080104,,,,,38.0161000000,-76.9633000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,057,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-FLA001.93,Rt. # 675  (Thoms Rd),River/Stream,"Water shed station fy06;  watershed station CY11/12  -  jst
TMDL biomonitoring station CY19 - BDS",02080103,,,,,38.4888000000,-77.8452000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,047,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-GAR000.95,Rt. # 718  (Wallace Gap Ln),River/Stream,watershed station CY11/12  -   jst,02080103,,,,,38.3753000000,-78.3792000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,113,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-GAR005.59,Rt. 615  (Bluff Mountain Rd),River/Stream,ambient probmon CY15 - jst,02080103,,,,,38.4183000000,-78.3979000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,113,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-GRT001.70,Rt. # 687  (Opal Rd),River/Stream,"Watershed station CY06/07;  TMDL station FY03, CY09/10/11/12/13, TMDL(IM)  CY18, CY20  - jst",02080103,,,,,38.6428000000,-77.8597000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,061,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-GRT007.72,Rt. # 802  (Springs Rd),River/Stream,"TMDL station FY03/04, CY08/09, TMDL(IM) CY18, CY20  -  jst",02080103,,,,,38.6936000000,-77.8308000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,061,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-HAZ005.98,Rt. # 625  (Ryland Chapel Rd),River/Stream,Trend station,02080103,,,,,38.5792000000,-77.9172000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,047,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-HAZ018.29,Rt. # 729  (Eggbornsville Rd),River/Stream,Trend station;  TMDL station FY05 (BST) - jst,02080103,,,,,38.5983000000,-78.0619000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,047,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-HAZ042.43,Rt. # 681  (Rolling Rd),River/Stream,"Co-located with biological monitoring site
Biomonitoring station CY19. Return site from CY13 - BDS",02080103,,,,,38.6031000000,-78.2528000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,157,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-HOK011.45,Hoskins Creek at Rt. 717,River/Stream,,02080104,,,,,37.9272000000,-76.9544000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,057,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-HOR000.50,Rt. # 655  (Holly Corner Rd),River/Stream,"watershed station CY11/12, CY20 - jst. 
Citizen monitoring FU  CY16 - LDF",02080104,,,,,38.3535000000,-77.5847000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,179,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-HUE000.20,Rt. # 644  (Reva Rd),River/Stream,Trend station;  TMDL station FY05 (BST)  -  jst,02080103,,,,,38.5222000000,-78.1717000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,047,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-JOA000.80,Rt. # 663 (Stevensburg Rd),River/Stream,"watershed station fy06, CY09/10 - jst
TMDL biomonitoring station CY19 - BDS",02080103,,,,,38.4678000000,-77.9011000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,047,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-LIE003.62,Little Carter Creek at Rt. 360,Estuary,2009 Aw site,02080104,,,,,37.9508000000,-76.8249000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,159,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-LIK002.12,Little Totuskey Creek at Rt. 697,River/Stream,Changed from E to R and from Estuary to Stream by JVP based on discussion with MSA (1/26/07).,02080104,,,,,37.9497000000,-76.7231000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,159,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-MAH000.19,Rt. # 651 (Summerduck Rd),River/Stream,"TMDL station FY06 (BST);  CY11/12/13/14/15/16, TMDL(IM) station CY20  - jst",02080103,,,,,38.4749000000,-77.7724000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,061,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-MAH004.18,Rt. # 668 (Savannah Branch Rd),River/Stream,"TMDL station FY06, CY14/15/16, TMDL(IM) station CY20 ; watershed station CY09/10 - jst",02080103,,,,,38.5082000000,-77.7641000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,061,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-MAH008.88,Rt. # 17  (Marsh Rd),River/Stream,"TMDL station FY06, CY15/16, TMDL(IM) station CY20  - jst",02080103,,,,,38.5669000000,-77.7573000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,061,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-MAY001.47,Marshy Swamp at Rt. 620,River/Stream,2009 Totuskey bacterial TMDL site,02080104,,,,,37.9586000000,-76.7062000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,159,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-MTN000.59,Rt. # 620  (Edwards Shop Rd),River/Stream,"Trend station.
BIomonitoring station CY08, TMDL biomonitoring station CY18/19 - BDS",02080103,,,,,38.4558000000,-77.7708000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,047,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-MTR003.51,Rt. # 611  (Raccoon Ford Rd),River/Stream,"Trend station; TMDL station FY04 (BST) - jst. ;  Citizen monitoring FU CY16, CY17 - LDF",02080103,,,,,38.3534000000,-77.8938000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,137,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-MUC002.31,"MUD CREEK, RT. 648",Estuary,,02080104,,,,,37.7442000000,-76.6467000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,119,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-MUG000.96,Muddy Gut at Rt. 607,River/Stream,,02080104,,,,,37.8361000000,-76.7769000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,057,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-NSS000.77,Nanny Sanford Swamp at Rt. 622,River/Stream,Pre-TMDL station for pH,02080104,,,,,38.1011000000,-76.8328000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,193,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-PEE004.46,Peedee Creek at Rt. 640,River/Stream,,02080104,,,,,38.1208000000,-76.9753000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,193,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-PIS009.24,PISCATAWAY CREEK  RT 691 BRIDGE (ESSEX,River/Stream,01668000,02080104,,,,,37.8772000000,-76.9000000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,057,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-POT001.06,Rt. # 647  (Twin Mountain Rd),River/Stream,watershed station CY11/12 - jst,02080103,,,,,38.3981000000,-77.8986000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,047,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-RAP006.53,Rt. # 610  (Eleys Ford Rd),River/Stream,Trend station;  TMDL station FY06 (BST) ; CY19 Return biological monitoring station from CY08. - BDS,02080103,,,,,38.3597000000,-77.6861000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,047,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-RAP030.21,Rt. # 522  (Zachary Taylor Hwy),River/Stream,CB RIVER INPUT MONITORING ADD ON 0.64 mi downstream from gauge 01667500; TMDL station FY06; CY19 Biological monitoring return station form CY07.- jst; being collected by USGS,02080103,,,,,38.3590000000,-77.9731000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,047,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-RAP045.08,Rt. # 15  (James Madison Hwy),River/Stream,Trend station;  TMDL station FY05 (BST)  -  jst,02080103,,,,,38.2803000000,-78.1403000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,113,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-RAP066.54,Rt. # 29  (Seminole Trail),River/Stream,CB NON TIDAL. Collocated with USGS gage 01665500.,02080103,,,,,38.2797000000,-78.3411000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,079,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-RAP077.28,Rt. # 662  (Graves Mill Rd),River/Stream,Trend station;  TMDL station FY05 (BST) - jst,02080103,,,,,38.3706000000,-78.3650000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,113,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-RIC003.85,Richardson Creek at Rt. 614,River/Stream,2009 Totuskey Bact TMDL site,02080104,,,,,37.8583000000,-76.7042000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,159,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-ROB001.90,Rt. # 614 (Locust Dale Rd),River/Stream,CB NON TIDAL Collocated with gauge 01666500;  TMDL station FY05 (BST); CY19 return biomonitoring station from CY00- BDS,02080103,,,,,38.3250000000,-78.0956000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,113,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-ROB009.93,Rt. 632 (Beahm Town Rd.),River/Stream,Biomonitoring station CY15/16 - LDF,02080103,,,,,38.3809000000,-78.1490000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,113,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-ROB017.24,Rt. # 638 (Hebron Church Rd),River/Stream,Trend station;  TMDL station FY04 (BST)  -  jst,02080103,,,,,38.4116000000,-78.2401000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,113,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-ROE002.83,Rt. # 648  (Finks Hollow Ln),River/Stream,watershed station CY07/08  - jst,02080103,,,,,38.4967000000,-78.3525000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,113,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-RPP010.60,Rappahannock River off Orchard Point,Estuary,CB CORE site sampled by TRO,02080104,,,,,37.6333000000,-76.4633000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,103,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-RPP017.72,"RAPPAHANNOCK RIVER, BUOY 8",Estuary,CB CORE CBP site sampled by TRO,02080104,,,,,37.6703000000,-76.5544000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,119,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-RPP025.52,"RAPPAHANNOCK RIVER, BUOY 11",Estuary,CB CORE CBP site sampled by PRO,02080104,,,,,37.7606000000,-76.6211000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,119,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-RPP031.57,N 16-VIMS SLACK WATER STATION-(CO. OF RI,Estuary,CB CORE,02080104,,,,,37.8083000000,-76.7133000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,057,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-RPP042.12,BUOY R29,Estuary,CB CORE PLANKTON,02080104,,,,,37.9200000000,-76.8217000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,159,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-RPP046.26,Rappahannock R at Naylors Beach ramp,Estuary,"Rappahannock Bacterial TMDL site 2011, end of Rt 636 at ramp",02080104,,,,,37.9773000000,-76.8636000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,159,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-RPP051.01,Rappahannock River at Buoy N 40,Estuary,CB CORE PLANKTON,02080104,,,,,38.0186000000,-76.9083000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,159,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-RPP064.40,(TF3.2A) BLIND POINT,Estuary,"CB CORE @ Buoy 48 above Leedstown, VA",02080104,,,,,38.1129000000,-77.0555000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,057,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-RPP080.19,100 YDS DOWNSTREAM 301 BRIDGE @ PT ROYAL,Estuary,"CB CORE Station moved 100 yards downstream from the Rt. 301 bridge, as of 08/04/2003, based on a discussion with Rick Hoffman.   New lat/long on 6/6/07 (jst);  TMDL station FY06 (BST) - jst",02080104,,,,,38.1747000000,-77.1866000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,099,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-RPP091.55,Near Hop Yard Bar,Estuary,"CB CORE update lat/long on 6/6/07 (jst); updated location ""Buoy #89 (no longer present) on 6/30/08 jst;  TMDL station FY06 (BST) - jst",02080104,,,,,38.2462000000,-77.2334000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,099,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-RPP098.81,Near Hayfield Bar,Estuary,"CB CORE updated lat/long 6/6/07 (jst);  updated location ""Buoy #112 (no longer present) on 6/30/08 jst;  TMDL station FY06 - jst",02080104,,,,,38.2447000000,-77.3251000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,099,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-RPP106.01,Upstream Fedricksburg Country Club,Estuary,CB CORE,02080104,,,,,38.2695000000,-77.4290000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,179,,,,,,,,,STORET
